lu,ll,ru,rl,ss
0.29100073993204895,0.29164094362760523,0.32350981437971854,0.29482342172900716,0.37888605970792855
0.2941673510095911,0.29002141455416697,0.28994827124851075,0.27845834517931023,0.38041826664869816
0.2899572864561262,0.3010095785851341,0.27140416356423125,0.22752015295353495,0.38991073266710674
0.29661800754505785,0.29726500382655213,0.2373174245604396,0.224649170931032,0.37046703348611193
0.28698470404535503,0.29495687820425553,0.2825640635325025,0.0984849734731141,0.378519727829343
0.2877891065971749,0.2851217601306501,0.2707862810409716,0.24026787134363167,0.3723848903701652
0.2904517225564346,0.29192218295292327,0.25314051433936846,0.26466818849268614,0.36901425524768006
0.2910769939380301,0.29632808911745095,0.28548520101749564,0.3278745034308097,0.37039272185074046
0.29265276626063175,0.2969251494905745,0.2826484034980563,0.24117947673879714,0.3718234898443078
0.2991716724557992,0.29705241961647105,0.2708260696461846,0.28380593721767006,0.36616144198973216
0.2967043782959732,0.29354335012055716,0.2705436933288225,0.2980314748478759,0.37273624468248323
0.296219243129139,0.29469348550655133,0.2805196784541148,0.33608002023327704,0.3719394364678206
0.2983676885991511,0.29670144404771615,0.3072595645378676,0.3535352033390735,0.37785244593624107
0.3025808857148779,0.29199379120111446,0.3072595645378676,0.3602416550039707,0.3937408626241376
0.29871071289794743,0.2913573278639135,0.2930878537230775,0.40598164983161494,0.37360415214502096
0.30126524260193055,0.29560204667762363,0.2776255031512774,0.312522335201822,0.3754189238703877
0.2986560972088131,0.2965102021853549,0.2809926155613347,0.30487251434001056,0.38413709063301865
0.3024087657459684,0.28843907086246134,0.27456751446593225,0.2834102327016441,0.3835851019004778
0.30327347394719506,0.2931636744209623,0.28510603290705705,0.32919843559774115,0.38319525049248704
0.3044069210776915,0.304359869233774,0.2942775730496634,0.30046938279964563,0.3797245891432368
0.3044109518397786,0.29375976579511354,0.2641615414855085,0.35605196249985777,0.38014797329461064
0.29764535944643933,0.2957147950306172,0.2736165382428481,0.2514018496352006,0.3755350582835109
0.2973289928681696,0.294629547058675,0.28221979023449073,0.24030674147846975,0.37098045770633253
0.2959621624464857,0.29104358780086537,0.3037241840881296,0.2831850278528157,0.3693701022010309
0.3027972661699573,0.2956710503245118,0.29576139031320486,0.30468009452538913,0.3725423685971838
0.3003804347822941,0.29094001374853895,0.2907280516221301,0.2474292828264269,0.3780836018660423
0.3004989610630959,0.2918619872473974,0.29792235565663744,0.25762812346481107,0.38078619985498413
0.3044109518397786,0.290147772695225,0.30831407687616214,0.26788103702949934,0.3918625902022289
0.30214005378300973,0.29516106128688446,0.3027891180343177,0.26326032743275235,0.3857122601110834
0.3033143016740226,0.2907941017283534,0.3056142339617055,0.26721603619543494,0.38010810777987897
0.3053748476872317,0.2909213811324289,0.29479336831075426,0.2682154730808796,0.37816127987936576
0.3039822238223807,0.29140017089905756,0.2948170619214567,0.25797348700980866,0.3792594911139338
0.3050905277126775,0.28772919559891724,0.28684422601823434,0.26676111035906247,0.37678624191973886
0.29990878680025373,0.2838715160068019,0.28492323527574925,0.2534597403928286,0.37868440738958337
0.302481997646141,0.2840454233040905,0.3004416415878465,0.25817435968740193,0.3901638942803396
0.29940688970028734,0.27971480118148917,0.29653337080335496,0.26086157248625164,0.38050172877399646
0.2992548714724624,0.27971480118148917,0.3016064986037269,0.2660977451990151,0.37939436487644357
0.29940688970028734,0.2790235294737704,0.2940921794267912,0.27165435759435164,0.3810263948862336
0.2999259681988208,0.28072724769783214,0.3112044344157067,0.27608638140987685,0.3802511138708209
0.2972780038953437,0.2779378527656858,0.30590057208184496,0.27243083525915357,0.37822320870089393
0.29801697535543176,0.2843920709161914,0.29280198086761633,0.27526089442563384,0.38242555040164355
0.3024277394684556,0.2799127249697662,0.3201784658592767,0.28166291910721936,0.38892463280178086
0.2964062720321552,0.27911554954892787,0.2989171457109812,0.26805934044535745,0.37668353043370506
0.2992423766781704,0.27911554954892787,0.29780866340655704,0.2786917472764488,0.3818284955316982
0.3000226031484961,0.28583754127126126,0.2941329291323908,0.32385885814656973,0.37987846530173297
0.29895721834403005,0.2828090698687013,0.30673464101728054,0.3151309251723797,0.37882404411547055
0.303223949581823,0.2874466254802793,0.282483734044989,0.3165922456409821,0.37120818969952696
0.29962244592152976,0.2896716460063014,0.2632739257883317,0.3307580535678608,0.3687576515816316
0.2962905710615848,0.28457640450325467,0.2410723750245971,0.2729144554617805,0.37319815447024923
0.2981369418572612,0.2894165898838558,0.2357287636246371,0.17452120215034053,0.37147913481109546
0.2986400837128198,0.28839565114612953,0.2360047457149961,0.24614786206668535,0.37276254962106903
0.2920254023197297,0.2873927954907708,0.2367342180589871,0.2551768994246932,0.37097214127209066
0.3010758602080212,0.28531666617987816,0.23285276463894516,0.23030781575969145,0.36846867383808896
0.3017014477923498,0.2827469716902375,0.23313646218470416,0.2447797785765809,0.36882938277745714
0.30390591043939896,0.28219650263601775,0.23596628996532537,0.28138231998474983,0.3696271223814616
0.29741130846018615,0.27916279999312227,0.2328146902581536,0.2515502335518694,0.3736502541147269
0.300534763546582,0.28105595528292937,0.23080519924819717,0.258429951824474,0.37027539494273726
0.30242744270320443,0.28374865638448404,0.23318012350970233,0.24178066506650228,0.3712126561689405
0.29848110911747827,0.283284044732491,0.23187401751813413,0.2297972367109752,0.37901721596782373
0.30277982247831503,0.28329849981953664,0.23345132254926304,0.2602102227046432,0.3703142083420511
0.2992306494996794,0.27999080342039806,0.2299546911893732,0.24808758534033926,0.3726986364343181
0.29317153613541674,0.2811699813280217,0.22374713405985783,0.21427729697753822,0.37824702827649553
0.29869859658190556,0.2802156328615519,0.22758086474921396,0.21355245257313238,0.37052463359404325
0.2886033437089736,0.2759166722037652,0.2361747022862526,0.23676843117273913,0.3771432619045447
0.2948065063206714,0.28794329736946483,0.24136505546578185,0.24154237723430644,0.3725250549546969
0.2954761055804682,0.2799898535661605,0.23822823090473555,0.1842959576333677,0.3579306654772681
0.2849316804077778,0.2796627433177326,0.2401942755354507,0.2185757077078785,0.3613795131160592
0.27897074828734286,0.28350193579586014,0.25374642854629503,0.22964992924013714,0.36367935547677155
0.29635964705067386,0.28184189965297923,0.2711247867680121,0.22692573675103495,0.374103701665728
0.30307883462888,0.2794112381419187,0.2855341660817493,0.2899043635408064,0.3611213369492311
0.32367752099891056,0.2831533075914884,0.29216579197435144,0.27573373025438874,0.37309435803828495
0.3426898942192491,0.2852398071798536,0.31050805142540183,0.2894750075567837,0.359907821532125
0.32038020678562507,0.27859973815493805,0.30232805030297805,0.28733410866098025,0.36196361640363817
0.33037703457716316,0.2762497995944974,0.31094232584194775,0.3020245023172789,0.3577038439827003
0.3701536125718619,0.26752637253175626,0.30459645434574595,0.30594986517401834,0.3192128770898819
0.3873867426745526,0.2644043638066513,0.33943777043811724,0.3084157306299405,0.2769335487079888
0.3522307908176114,0.36448648808975076,0.3302991068713326,0.3165619585484017,0.29869417470047865
0.383741267001609,0.358305470234547,0.32439948766913923,0.30355877519847785,0.22690370997407697
0.4532824726370965,0.34337349926865346,0.3127439649297809,0.2691247301902967,0.15747576448457068
0.2842452161426819,0.7501724714357357,0.31749519933378517,0.31880518439950123,0.0798016290560537
0.25692063463256504,0.5323187320581535,0.31792637512480776,2.585845387876081,0.07019544144743306
0.23660562313689842,0.5260277453709074,0.3096193186802141,0.3821699621895997,0.05388935423624967
0.22744014597251733,0.5248070597848319,0.33039788134913933,0.3020840361555043,0.06264191887226958
0.22885567504433885,0.7592100170572039,0.33467245180922783,0.2827364718249133,0.06650631548958345
0.22680220457482334,0.7510043275507804,0.34631703683186016,0.28072278140542856,0.06379341658823433
0.2453507693079441,0.7482599347820246,0.3555733398330082,0.28241920773913376,0.09190277471328055
0.2622711001997742,0.7504859092614596,0.3556659387683897,0.2860936371627303,0.09355843094024181
0.24272809890904679,0.7591078102614937,0.3626812374523943,0.28828294590558073,0.09108874793299114
0.5827366128878466,0.9239037016919024,0.3635637480552757,0.2724630278111142,0.09193954535454264
0.5787568055755371,0.9236134689360045,0.3603608546998411,0.2792058028927766,0.08988882021697692
0.24776450512533066,0.7760489030982517,0.3508807787554058,0.27249197024683136,0.08874615484628058
0.2689257332424697,0.7761322632129138,0.3569415778527349,0.27056730442719795,0.09644832813481007
0.5900304483668618,0.8909713533554263,0.3454507924437285,0.28010783637734954,0.09604884174210536
